panel,P,parameter,x_median,relative_median,relative_p05,relative_p95,absolute_bits_median,absolute_bits_p95,ratio_median,alignment_high_median,alignment_low_median,frequency_correlation_mean
B,0.9,30.078825180431004,0.00415510533212593,0.05515204356226264,0.03679335046756137,0.07347903556101384,0.0010642723516177677,0.001417929435068743,1.0005515204356226,,,
B,0.9,18.233480008684413,0.006842850501194153,0.08965362822621117,0.0670084282956092,0.11272539307255912,0.001730051537177535,0.0021752687919339153,1.0008965362822622,,,
B,0.9,11.052951411260215,0.01119695396442405,0.14567078216771728,0.11844905418636271,0.1767862938904005,0.002811017976597996,0.003411455905892591,1.0014567078216772,,,
B,0.9,6.70018750350959,0.018324702360905665,0.24036167934364921,0.20210073778190749,0.28095615894480297,0.0046382740002203215,0.005421628151350655,1.0024036167934365,,,
B,0.9,4.061585988376979,0.029730577620667442,0.39323943611178547,0.3422365132232549,0.43972755039461553,0.007588365405663766,0.008485449385049014,1.0039323943611178,,,
B,0.9,2.4620924014946257,0.047552225750907395,0.6251309804611236,0.5575026815493279,0.6986808421873573,0.012063190693802572,0.013482486865705455,1.006251309804611,,,
B,0.9,1.4924955450518291,0.07508879274299618,0.9873522215188326,0.9011025656102322,1.0868796518504156,0.01905299609586697,0.020973582995061135,1.0098735222151882,,,
B,0.9,0.9047357242349302,0.11499445379835305,1.5149192976380872,1.3769731948797153,1.6454688302812186,0.02923349017137089,0.0317527124727504,1.0151491929763807,,,
B,0.9,0.5484416576121021,0.17029208832202902,2.239358260060895,2.0659348918009814,2.4130717178848564,0.043213033055776506,0.04656519225650037,1.0223935826006088,,,
B,0.9,0.3324597932270942,0.24042928416909343,3.1546377571963724,2.956166108620177,3.3903652732713163,0.0608752373892244,0.06542408565793584,1.0315463775719635,,,
B,0.9,0.20153376859417332,0.3253365439980911,4.262954421740866,3.9853927253072876,4.532746359358787,0.08226249172695899,0.08746868321779627,1.0426295442174087,,,
B,0.9,0.12216773489967918,0.4185184676340858,5.477924610745335,5.095527941949333,5.888390411847082,0.10570784563732682,0.11362862925986036,1.0547792461074534,,,
B,0.9,0.07405684692262442,0.5149753246105367,6.734091466142361,6.296211667836076,7.187800854645395,0.12994817413410176,0.13870343190271117,1.0673409146614237,,,
B,0.9,0.04489251258218608,0.6137510968163346,7.997425575405198,7.486998022078978,8.56960331436303,0.15432680956628153,0.16536815832603377,1.079974255754052,,,
B,0.9,0.027213387683753087,0.7051323500035684,9.160937089613789,8.528479763262103,9.75254461136672,0.17677916228759427,0.18819544875211924,1.0916093708961379,,,
B,0.9,0.016496480740980205,0.7833746776832338,10.134381387929707,9.539193713029611,10.707168657483326,0.19556377634034483,0.2066168872492154,1.101343813879297,,,
B,0.9,0.01,0.8492259992617648,10.980986087297726,10.326881153952248,11.577702079535214,0.21190075890872184,0.2234156238400562,1.1098098608729772,,,
